"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.906006813E-3,5.208952553E1,5.110414616E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
6.431350708E-1,5.208982294E1,5.110147839E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
6.534140110E-1,5.208997067E1,5.110015332E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
1.306218004E1,5.209009037E1,5.109662670E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
1.306588697E1,5.209015017E1,5.109486410E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
3.049704897E1,5.209053863E1,5.109793249E0,6.181974888E0,NaN,NaN,1.416972530E3,3.934000397E1
3.053148901E1,5.209086114E1,5.110047989E0,6.181974888E0,NaN,NaN,1.416972678E3,3.934000397E1
4.238599300E1,5.209139337E1,5.107175259E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
4.241370499E1,5.209164855E1,5.105788785E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
5.206202197E1,5.209279148E1,5.104559436E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
5.206557798E1,5.209333559E1,5.104001508E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
7.265408099E1,5.209497518E1,5.105879691E0,6.181974888E0,NaN,NaN,1.414740786E3,3.934000397E1
7.267071497E1,5.209606778E1,5.107131883E0,6.181974888E0,NaN,NaN,1.414740786E3,3.934000397E1
7.267435706E1,5.209679599E1,5.107966469E0,6.181974888E0,NaN,NaN,1.414740786E3,3.934000397E1
7.367383206E1,5.209728135E1,5.108522722E0,6.181974888E0,NaN,NaN,1.414740786E3,3.934000397E1
7.381624901E1,5.209677028E1,5.105677350E0,6.181974888E0,NaN,NaN,1.414740786E3,3.934000397E1
7.382142901E1,5.209642965E1,5.103780906E0,6.181974888E0,NaN,NaN,1.414740786E3,3.934000397E1
7.386565900E1,5.209620262E1,5.102516924E0,6.181974888E0,NaN,NaN,1.414740786E3,3.934000397E1
7.476020300E1,5.209605131E1,5.101674478E0,6.181974888E0,NaN,NaN,1.414741907E3,3.934000397E1
7.882831407E1,5.209595040E1,5.101112701E0,6.181974888E0,NaN,NaN,1.415267197E3,3.934000397E1
8.847682202E1,5.209588235E1,5.100733818E0,6.181974888E0,NaN,NaN,1.425870740E3,3.934000397E1
9.173641706E1,5.209583699E1,5.100481275E0,6.181974888E0,NaN,NaN,1.428053212E3,3.934000397E1
1.027136320E2,5.209580526E1,5.100304595E0,6.181974888E0,NaN,NaN,1.457903065E3,3.934000397E1
1.033046210E2,5.209578560E1,5.100195152E0,6.181974888E0,NaN,NaN,1.458012524E3,3.934000397E1
1.055221421E2,5.209577247E1,5.100122047E0,6.181974888E0,NaN,NaN,1.459577400E3,3.934000397E1
1.078620090E2,5.209755659E1,5.099630949E0,6.181974888E0,NaN,NaN,1.459607237E3,3.934000397E1
1.078807011E2,5.209872070E1,5.099310590E0,6.181974888E0,NaN,NaN,1.459607237E3,3.934000397E1
1.078826380E2,5.209948027E1,5.099101563E0,6.181974888E0,NaN,NaN,1.459607237E3,3.934000397E1
1.089558020E2,5.209997587E1,5.098965177E0,6.181974888E0,NaN,NaN,1.459607237E3,3.934000397E1
1.329103540E2,5.210029932E1,5.098876162E0,6.181974888E0,NaN,NaN,1.459917114E3,3.934000397E1
1.348016740E2,5.210127421E1,5.097247955E0,6.181974888E0,NaN,NaN,1.459980966E3,3.934000397E1
1.348092030E2,5.210191018E1,5.096185771E0,6.181974888E0,NaN,NaN,1.459980968E3,3.934000397E1
1.348507750E2,5.210232507E1,5.095492837E0,6.181974888E0,NaN,NaN,1.459981035E3,3.934000397E1
1.357940921E2,5.210259577E1,5.095040720E0,6.181974888E0,NaN,NaN,1.460019757E3,3.934000397E1
1.371909770E2,5.210277242E1,5.094745697E0,6.181974888E0,NaN,NaN,1.460136577E3,3.934000397E1
1.377612740E2,5.210356670E1,5.091964285E0,6.181974888E0,NaN,NaN,1.460161456E3,3.934000397E1
1.377664961E2,5.210408478E1,5.090150003E0,6.181974888E0,NaN,NaN,1.460161458E3,3.934000397E1
1.378093721E2,5.210442274E1,5.088966525E0,6.181974888E0,NaN,NaN,1.460161610E3,3.934000397E1
1.382193190E2,5.210464322E1,5.088194443E0,6.181974888E0,NaN,NaN,1.460175826E3,3.934000397E1
1.577188910E2,5.210478771E1,5.087688803E0,6.181974888E0,NaN,NaN,1.463136334E3,3.934000397E1
1.599084830E2,5.210659500E1,5.086114800E0,6.181974888E0,NaN,NaN,1.463502689E3,3.934000397E1
1.599234700E2,5.210777200E1,5.085089831E0,6.181974888E0,NaN,NaN,1.463502711E3,3.934000397E1
1.599254301E2,5.210853854E1,5.084422302E0,6.181974888E0,NaN,NaN,1.463502711E3,3.934000397E1
1.728203861E2,5.210905169E1,5.083974901E0,6.181974888E0,NaN,NaN,1.486991842E3,3.934000397E1
1.738574140E2,5.210937989E1,5.083689247E0,6.181974888E0,NaN,NaN,1.487248979E3,3.934000397E1
1.807042611E2,5.210959995E1,5.083497513E0,6.181974888E0,NaN,NaN,1.499221041E3,3.934000397E1
1.817056370E2,5.211325969E1,5.080876609E0,6.181974888E0,NaN,NaN,1.499519259E3,3.934000397E1
1.817087020E2,5.211560109E1,5.079200066E0,6.181974888E0,NaN,NaN,1.499519262E3,3.934000397E1
1.817519701E2,5.211710003E1,5.078126755E0,6.181974888E0,NaN,NaN,1.499519830E3,3.934000397E1
1.817526350E2,5.211805947E1,5.077439758E0,6.181974888E0,NaN,NaN,1.499519830E3,3.934000397E1
1.873355350E2,5.211869095E1,5.076986304E0,6.181974888E0,NaN,NaN,1.509061966E3,3.934000397E1
1.889225661E2,5.211908601E1,5.076703550E0,6.181974888E0,NaN,NaN,1.509906925E3,3.934000397E1
1.941393070E2,5.211933311E1,5.076527029E0,6.181974888E0,NaN,NaN,1.509924572E3,3.934000397E1
1.949836000E2,5.211949036E1,5.076414710E0,6.181974888E0,NaN,NaN,1.509934114E3,3.934000397E1
1.998593060E2,5.211959062E1,5.076343095E0,6.181974888E0,NaN,NaN,1.511016829E3,3.934000397E1
2.068704760E2,5.211965491E1,5.076297170E0,6.181974888E0,NaN,NaN,1.516797760E3,3.934000397E1
2.100769631E2,5.212239680E1,5.074917450E0,6.181974888E0,NaN,NaN,1.518681652E3,3.934000397E1
2.100820590E2,5.212413571E1,5.074042481E0,6.181974888E0,NaN,NaN,1.518681657E3,3.934000397E1
2.101202190E2,5.212523871E1,5.073487484E0,6.181974888E0,NaN,NaN,1.518681959E3,3.934000397E1
2.108127850E2,5.212593931E1,5.073134949E0,6.181974888E0,NaN,NaN,1.518782328E3,3.934000397E1
2.200930570E2,5.212638441E1,5.072910978E0,6.181974888E0,NaN,NaN,1.519764113E3,3.934000397E1
2.205989161E2,5.212666522E1,5.072769689E0,6.181974888E0,NaN,NaN,1.519777529E3,3.934000397E1
2.312175471E2,5.212684523E1,5.072679118E0,6.181974888E0,NaN,NaN,1.530925874E3,3.934000397E1
2.315796560E2,5.212684535E1,5.072679056E0,6.181974888E0,NaN,NaN,1.530950218E3,3.934000397E1
2.315864711E2,5.212684535E1,5.072679055E0,6.181974888E0,NaN,NaN,1.530950227E3,3.934000397E1
2.316292900E2,5.212684537E1,5.072679048E0,6.181974888E0,NaN,NaN,1.530950573E3,3.934000397E1
2.322415210E2,5.212684557E1,5.072678945E0,6.181974888E0,NaN,NaN,1.531021942E3,3.934000397E1
