"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.461187501E-2,-2.642033994E-1,-8.335722238E-2,8.122375607E-2
2.468087501E-2,-3.516371250E-1,-9.653640538E-2,1.143082082E-1
3.475087500E-2,-4.289140701E-1,-1.563358307E-1,1.524811536E-1
4.481987501E-2,-4.864348769E-1,-2.469863743E-1,2.080544084E-1
5.488987500E-2,-5.224237442E-1,-3.053494692E-1,2.659174502E-1
6.495887501E-2,-5.460608602E-1,-2.895068526E-1,3.144138753E-1
7.502887500E-2,-5.535129905E-1,-1.879484504E-1,3.505953550E-1
8.509787501E-2,-5.637198091E-1,-6.508059055E-2,3.960587084E-1
9.516687501E-2,-5.807908177E-1,4.721608758E-2,4.585021734E-1
1.052368750E-1,-6.268796921E-1,1.635653377E-1,5.329553485E-1
1.153058750E-1,-6.936053634E-1,2.777087390E-1,6.152609587E-1
1.253758750E-1,-7.304936051E-1,3.099691868E-1,6.682530642E-1
1.354448750E-1,-7.258676291E-1,2.688827515E-1,6.750065088E-1
1.455148750E-1,-6.657608747E-1,2.314410955E-1,6.453644633E-1
1.555838750E-1,-5.877134800E-1,2.781453431E-1,6.271780729E-1
1.656538750E-1,-5.064580441E-1,3.866880536E-1,6.272712350E-1
1.757228750E-1,-4.264056385E-1,5.085932016E-1,6.446120143E-1
1.857928750E-1,-3.705567420E-1,6.102862358E-1,6.863639355E-1
1.958618750E-1,-3.389770985E-1,6.809458733E-1,7.460882068E-1
2.059318750E-1,-3.222234249E-1,7.425208092E-1,7.954155207E-1
2.160008750E-1,-3.071594536E-1,7.797057033E-1,8.174789548E-1
2.260708750E-1,-2.726613879E-1,7.757860422E-1,7.975371480E-1
2.361398750E-1,-2.240091562E-1,7.437758446E-1,7.593517900E-1
2.462098750E-1,-1.598341614E-1,7.069861293E-1,7.284204960E-1
2.562788750E-1,-8.317795396E-2,6.654675603E-1,7.122030258E-1
2.663488750E-1,-6.070387550E-3,6.577718258E-1,7.251632810E-1
2.764178750E-1,4.760560021E-2,7.499803901E-1,7.628440261E-1
2.864878750E-1,6.339602172E-2,9.354711175E-1,8.327541351E-1
2.965568750E-1,3.392840177E-2,1.201615930E0,9.223707914E-1
3.066268750E-1,-2.813762985E-2,1.499126077E0,1.018288851E0
3.166958750E-1,-1.077930629E-1,1.773342252E0,1.098458767E0
3.267658750E-1,-1.606506854E-1,1.977580547E0,1.155455112E0
3.368348750E-1,-1.866571456E-1,2.111829281E0,1.172532797E0
3.469048750E-1,-1.913703978E-1,2.239775658E0,1.148748040E0
3.569738750E-1,-1.955905855E-1,2.407125235E0,1.103476524E0
3.670428750E-1,-1.922816038E-1,2.633234262E0,1.042385221E0
3.771128750E-1,-1.658382416E-1,2.897703886E0,9.907788634E-1
3.871818750E-1,-8.240034431E-2,3.208940029E0,9.529132247E-1
3.972518750E-1,6.980638206E-2,3.558083534E0,9.416589141E-1
4.073208750E-1,2.519346476E-1,3.917857885E0,9.537320733E-1
4.173908750E-1,4.285492301E-1,4.211889744E0,9.746846557E-1
4.274598750E-1,5.753749013E-1,4.396866322E0,9.705895185E-1
4.375298750E-1,6.147646308E-1,4.623682022E0,1.022544861E0
4.475988750E-1,5.792071819E-1,4.618920326E0,1.028376698E0
4.576688750E-1,5.586706996E-1,4.310994148E0,9.254602194E-1
4.677378750E-1,5.626867414E-1,3.840529919E0,7.078221440E-1
4.778078750E-1,5.580974221E-1,3.509171724E0,4.791516066E-1
4.878768750E-1,5.358589888E-1,3.302287817E0,2.587952614E-1
4.979468750E-1,5.140842199E-1,3.062129974E0,3.228472918E-2
5.080158750E-1,4.774298072E-1,2.706103086E0,-1.741062701E-1
5.180858750E-1,3.487724364E-1,2.596204281E0,-3.230301440E-1
5.281548750E-1,1.896211207E-1,2.729080200E0,-4.222387671E-1
5.382248750E-1,9.465467930E-2,2.859342098E0,-5.138541460E-1
5.482938750E-1,1.508128643E-2,2.980556726E0,-5.169292688E-1
5.583638750E-1,-2.131520063E-1,3.176900387E0,-3.191132843E-1
5.684328750E-1,-4.199653566E-1,3.426864862E0,-1.194182634E-1
5.785028750E-1,-6.470363736E-1,3.439321756E0,6.637704372E-2
5.885718750E-1,-9.007669091E-1,2.914774418E0,1.354043186E-1
5.986418750E-1,-1.146746755E0,2.195455313E0,9.653680027E-2
6.087108750E-1,-1.319350004E0,1.449167848E0,-5.869086832E-2
6.187798750E-1,-1.412881851E0,7.871917486E-1,-2.130421102E-1
6.288498750E-1,-1.527448654E0,1.757214069E-1,-1.918212324E-1
6.389188750E-1,-1.545830488E0,-5.260931700E-2,-1.133411080E-1
6.489888750E-1,-1.397968769E0,2.037008479E-2,-1.106613316E-2
6.590578750E-1,-1.151538610E0,1.659001559E-1,8.469589055E-2
6.691278750E-1,-8.168953657E-1,2.146961838E-1,1.275525391E-1
6.791968750E-1,-4.303763509E-1,1.148490682E-1,8.494858444E-2
6.892668750E-1,-1.593175530E-2,-1.032438502E-1,-8.206131868E-3
6.993358750E-1,3.677015603E-1,-5.021516681E-1,-7.070994377E-2
7.094058750E-1,6.914746165E-1,-7.886036634E-1,-1.050724462E-1
7.194748750E-1,8.813917041E-1,-8.802927732E-1,-1.372583061E-1
7.295448750E-1,8.555550575E-1,-1.038800597E0,-1.552492976E-1
7.396138750E-1,6.610277891E-1,-1.179244041E0,-1.717231572E-1
7.496838750E-1,3.655256033E-1,-1.137334943E0,-2.578956187E-1
7.597527500E-1,3.335030377E-2,-1.163743854E0,-4.276388288E-1
7.698227500E-1,-2.964837849E-1,-1.206181645E0,-6.652899981E-1
7.798917500E-1,-6.470962763E-1,-1.371405125E0,-7.795492411E-1
7.899617500E-1,-1.010524273E0,-1.430104613E0,-8.286198378E-1
8.000307500E-1,-1.385758996E0,-1.405529022E0,-7.759473324E-1
8.101007500E-1,-1.781787515E0,-1.333131790E0,-6.579141617E-1
8.201697500E-1,-2.194770813E0,-1.332778335E0,-5.246021152E-1
8.302387500E-1,-2.596758604E0,-1.325121760E0,-4.226475060E-1
8.403087500E-1,-2.949090004E0,-1.244762778E0,-3.745172918E-1
8.503777500E-1,-3.217515230E0,-1.098738432E0,-3.870522678E-1
8.604477500E-1,-3.402863026E0,-9.847660065E-1,-4.712027609E-1
8.705167500E-1,-3.504869223E0,-8.756746650E-1,-5.973726511E-1
8.805867500E-1,-3.524188519E0,-7.699850202E-1,-7.390682101E-1
8.906557500E-1,-3.474870682E0,-5.874854922E-1,-8.555817604E-1
9.007257500E-1,-3.387202263E0,-3.641533852E-1,-9.310180545E-1
9.107947500E-1,-3.285931349E0,-1.215330362E-1,-1.017182231E0
9.208647500E-1,-3.165326357E0,1.653095335E-1,-1.139621735E0
9.309337500E-1,-3.038199425E0,4.905928373E-1,-1.276976943E0
9.410037500E-1,-2.900850773E0,8.282390237E-1,-1.417015314E0
9.510727500E-1,-2.741492748E0,1.171208024E0,-1.548110008E0
9.611427500E-1,-2.544142246E0,1.557590485E0,-1.663530111E0
9.712117500E-1,-2.308406353E0,1.912586927E0,-1.785729885E0
9.812817500E-1,-2.010538578E0,2.371665955E0,-1.918314099E0
9.913507500E-1,-1.683559537E0,2.834098339E0,-2.046706676E0
1.001420750E0,-1.338260293E0,3.161626816E0,-2.194712162E0
1.011489750E0,-9.929031134E-1,3.149457216E0,-2.365569115E0
1.021559750E0,-6.339341402E-1,2.743895769E0,-2.587883711E0
1.031628750E0,-2.353907824E-1,2.053528309E0,-2.827715158E0
1.041697750E0,2.054612339E-1,1.362921238E0,-3.008355141E0
1.051767750E0,6.806900501E-1,8.111113310E-1,-3.093444586E0
1.061836750E0,1.156193972E0,5.203955173E-1,-3.084466934E0
1.071906750E0,1.565765023E0,3.425871730E-1,-3.021145582E0
1.081975750E0,1.844942570E0,1.241614223E-1,-2.949990273E0
1.092045750E0,1.984118819E0,-1.955167204E-1,-2.902601242E0
1.102114750E0,1.991813898E0,-5.550670624E-1,-2.912010908E0
1.112184750E0,1.900135159E0,-8.476209044E-1,-2.939487934E0
1.122253750E0,1.758499622E0,-9.828998446E-1,-2.943145037E0
1.132323750E0,1.576857924E0,-9.426099658E-1,-2.878458500E0
1.142392750E0,1.340127468E0,-7.890523076E-1,-2.731179237E0
1.152462750E0,1.047423482E0,-5.425570607E-1,-2.524351358E0
1.162531750E0,7.162178159E-1,-2.599234879E-1,-2.317227840E0
1.172601750E0,3.702556193E-1,4.485453293E-2,-2.162185192E0
1.182670750E0,5.521422997E-2,3.312907517E-1,-2.080299139E0
1.192740750E0,-1.932198256E-1,6.029257178E-1,-2.038338661E0
1.202809750E0,-3.523323834E-1,8.661783338E-1,-1.990056992E0
1.212878750E0,-4.258428216E-1,1.119002819E0,-1.910729170E0
1.222948750E0,-4.167867601E-1,1.428292751E0,-1.794362545E0
1.233017750E0,-3.430694044E-1,1.807699442E0,-1.622914553E0
1.243087750E0,-2.176227719E-1,2.208895445E0,-1.389413238E0
1.253156750E0,-6.854060292E-2,2.554421186E0,-1.104681730E0
1.263226750E0,9.579405934E-2,2.790780544E0,-8.202476501E-1
1.273295750E0,2.631092966E-1,2.901116133E0,-6.133804917E-1
1.283365750E0,4.153816104E-1,2.930693626E0,-4.695557356E-1
1.293434750E0,5.324386954E-1,2.928042889E0,-3.478335738E-1
1.303504750E0,5.874376893E-1,2.938753366E0,-1.572242081E-1
1.313573750E0,5.728026032E-1,2.972921610E0,1.557073295E-1
1.323643750E0,5.151175261E-1,2.989996672E0,5.759782195E-1
1.333712750E0,4.521537721E-1,2.868136406E0,1.020161033E0
1.343782750E0,4.005077183E-1,2.670548201E0,1.387914896E0
1.353851750E0,3.603030443E-1,2.496539593E0,1.575366020E0
1.363921750E0,3.000996113E-1,2.343741179E0,1.567510366E0
1.373990750E0,1.903659403E-1,2.227794170E0,1.405947089E0
1.384060750E0,3.429989517E-2,2.182171345E0,1.187507868E0
1.394129750E0,-1.722602099E-1,2.190666199E0,1.036403656E0
1.404198750E0,-4.000634551E-1,2.181749105E0,9.841151237E-1
1.414268750E0,-6.228371859E-1,2.095903397E0,9.734272957E-1
1.424337750E0,-8.300989270E-1,1.924017072E0,9.358350039E-1
1.434407750E0,-1.010819197E0,1.730828524E0,8.243358731E-1
1.444476750E0,-1.185033083E0,1.522996426E0,6.592332125E-1
1.454546750E0,-1.368645787E0,1.336116552E0,4.958128929E-1
1.464615750E0,-1.586233974E0,1.158769369E0,4.101695120E-1
1.474685750E0,-1.849044085E0,9.792483449E-1,4.243356586E-1
1.484754750E0,-2.137807369E0,7.735877633E-1,4.740501642E-1
1.494824750E0,-2.439207554E0,4.978019893E-1,5.394992232E-1
1.504893750E0,-2.707756758E0,2.196441144E-1,5.972713828E-1
1.514963750E0,-2.920859814E0,-1.125226393E-1,6.102622747E-1
1.525032750E0,-3.053315639E0,-4.862906337E-1,5.203577280E-1
1.535102750E0,-3.112079144E0,-8.401810527E-1,3.493103385E-1
1.545171750E0,-3.142601728E0,-1.064273834E0,1.990953088E-1
1.555241750E0,-3.202288389E0,-1.149380922E0,9.650661796E-2
1.565310750E0,-3.335910082E0,-1.170802474E0,9.165204316E-2
1.575379750E0,-3.418031454E0,-9.706894159E-1,7.131534815E-2
1.585449750E0,-3.406043291E0,-8.782685995E-1,8.935825527E-2
1.595518750E0,-3.342795849E0,-7.238489389E-1,3.549848497E-2
1.605588750E0,-3.225628853E0,-4.970539510E-1,-1.241046190E-1
1.615657750E0,-3.080974340E0,-3.082752228E-1,-3.404342532E-1
1.625727750E0,-2.930776358E0,-2.008774579E-1,-4.523701072E-1
