"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.204679173E-2,-1.611371189E-1,-1.015893593E-1,7.876025885E-2
2.199579170E-2,-2.089296877E-1,-9.123566747E-2,3.291066736E-2
3.194479167E-2,-2.562956214E-1,-7.396506518E-2,-1.423420757E-2
4.189379164E-2,-2.977077663E-1,-5.905775726E-2,-5.848955363E-2
5.184279173E-2,-3.172942698E-1,-5.146774650E-2,-6.582016498E-2
6.179179170E-2,-3.072649240E-1,-9.439542145E-2,-5.116023868E-2
7.174079167E-2,-2.704288960E-1,-1.808797121E-1,-3.768650815E-2
8.168979164E-2,-2.240316868E-1,-2.734567821E-1,-2.526901849E-2
9.163879172E-2,-1.943283826E-1,-3.749645054E-1,-1.827582344E-2
1.015877917E-1,-1.719658971E-1,-4.899908900E-1,-2.779910527E-2
1.115367917E-1,-1.842925996E-1,-5.598144531E-1,-2.918021940E-2
1.214857916E-1,-2.562556267E-1,-5.423750877E-1,-3.200786561E-2
1.314347917E-1,-3.438461721E-1,-4.732479155E-1,-4.296757281E-2
1.413827917E-1,-4.149619043E-1,-3.931202888E-1,-4.544756934E-2
1.513317917E-1,-4.403149188E-1,-3.267196715E-1,-3.583702073E-2
1.612807917E-1,-4.155117571E-1,-2.808953822E-1,-1.710472815E-2
1.712297917E-1,-3.590801656E-1,-2.743751705E-1,1.396264322E-2
1.811787917E-1,-2.850741744E-1,-2.741150558E-1,4.095476493E-2
1.911277917E-1,-2.269155234E-1,-2.751270533E-1,7.767070830E-2
2.010767917E-1,-2.165865302E-1,-2.974342406E-1,1.162059009E-1
2.110257917E-1,-2.366111130E-1,-3.180772066E-1,1.371641755E-1
2.209747917E-1,-2.741343975E-1,-3.333134055E-1,1.502380669E-1
2.309237916E-1,-2.989739776E-1,-3.590760231E-1,1.612198800E-1
2.408727917E-1,-3.067605197E-1,-4.214597642E-1,1.555760354E-1
2.508217917E-1,-3.054470420E-1,-5.019646883E-1,1.358915418E-1
2.607707917E-1,-3.060127795E-1,-5.747088194E-1,1.109165996E-1
2.707197916E-1,-3.122006357E-1,-6.147427559E-1,1.046025082E-1
2.806687917E-1,-3.258706331E-1,-5.719540119E-1,9.972120076E-2
2.906177917E-1,-3.687251806E-1,-5.207962990E-1,1.172807589E-1
3.005667917E-1,-4.293671250E-1,-4.992040992E-1,1.721963584E-1
3.105157916E-1,-4.606150687E-1,-3.648170233E-1,1.949064583E-1
3.204647917E-1,-4.448222518E-1,-2.030022293E-1,2.041286528E-1
3.304137917E-1,-3.640677631E-1,-1.493451297E-1,1.917111278E-1
3.403627917E-1,-2.637613714E-1,-2.674986124E-1,1.795766354E-1
3.503117916E-1,-2.046045810E-1,-4.051246643E-1,1.932194829E-1
3.602607917E-1,-2.213507146E-1,-5.227627158E-1,2.204439342E-1
3.702097917E-1,-2.926725745E-1,-6.003168821E-1,2.501009107E-1
3.801587917E-1,-3.993479609E-1,-7.034337521E-1,2.601946592E-1
3.901077916E-1,-5.240017176E-1,-8.114500046E-1,2.415935397E-1
4.000567917E-1,-6.519003510E-1,-8.861475587E-1,2.102337480E-1
4.100057917E-1,-7.540088892E-1,-9.392296672E-1,1.818777472E-1
4.199547917E-1,-8.160049319E-1,-9.750471115E-1,1.855868399E-1
4.299037916E-1,-8.336004615E-1,-9.466508627E-1,2.162323594E-1
4.398527917E-1,-7.935029864E-1,-8.779852986E-1,2.643576562E-1
4.498017917E-1,-6.866021156E-1,-7.839570642E-1,3.192810714E-1
4.597507917E-1,-5.441835523E-1,-6.702899337E-1,3.632271588E-1
4.696997916E-1,-3.818708062E-1,-5.367673039E-1,3.761637211E-1
4.796487917E-1,-2.419305593E-1,-4.355567098E-1,3.589597344E-1
4.895977917E-1,-1.402505487E-1,-3.920880854E-1,3.103248179E-1
4.995467917E-1,-9.319157898E-2,-3.966465294E-1,2.580136955E-1
5.094957917E-1,-9.966491908E-2,-4.360176623E-1,2.275599241E-1
5.194447917E-1,-1.240344271E-1,-4.609825611E-1,2.259256840E-1
5.293937917E-1,-1.045318320E-1,-5.553063750E-1,2.283161432E-1
5.393427917E-1,-5.373758078E-2,-6.393651366E-1,1.781625003E-1
5.492917917E-1,1.763327233E-2,-5.784714222E-1,5.175902694E-2
5.592407917E-1,1.259453148E-1,-4.829826355E-1,-4.163818061E-2
5.691897917E-1,2.123872638E-1,-4.554120004E-1,-3.335867822E-2
5.791387917E-1,1.878491342E-1,-4.387831390E-1,-3.059558943E-2
5.890877917E-1,8.751480281E-2,-3.873953223E-1,-7.115793228E-2
5.990367917E-1,-4.379760846E-2,-3.622529209E-1,-1.299483180E-1
6.089857917E-1,-1.635586321E-1,-3.621117771E-1,-1.753610820E-1
6.189347917E-1,-2.523676753E-1,-3.444207311E-1,-2.068651021E-1
6.288837917E-1,-3.220141232E-1,-2.745734751E-1,-2.522656024E-1
6.388327917E-1,-3.230208755E-1,-1.287032217E-1,-2.939265668E-1
6.487807917E-1,-1.817862540E-1,3.926821053E-2,-3.055235744E-1
6.587297916E-1,6.122599542E-2,2.184582651E-1,-3.071125448E-1
6.686787917E-1,2.981884480E-1,3.629110456E-1,-3.171313405E-1
6.786277917E-1,4.511272013E-1,4.284421802E-1,-3.508447409E-1
6.885767917E-1,4.936075211E-1,3.753954768E-1,-3.980213106E-1
6.985257916E-1,4.724364877E-1,2.584202588E-1,-4.419396818E-1
7.084747917E-1,4.379160702E-1,1.362687498E-1,-4.635882676E-1
7.184237917E-1,4.247714877E-1,3.270677477E-2,-4.673715830E-1
7.283727917E-1,4.303513467E-1,-2.170426585E-2,-4.649707377E-1
7.383217916E-1,4.350668192E-1,-1.198872691E-3,-4.532673657E-1
7.482707917E-1,4.369353056E-1,6.890191883E-2,-4.312550128E-1
7.582197917E-1,4.399630427E-1,1.399015635E-1,-3.767766654E-1
7.681687917E-1,4.304446280E-1,2.305845916E-1,-2.976759672E-1
7.781177916E-1,4.363114834E-1,2.685627043E-1,-2.310831249E-1
7.880667917E-1,4.561001062E-1,2.410727590E-1,-1.939362884E-1
7.980157917E-1,3.313171566E-1,2.770892382E-1,-1.108398810E-1
8.079647917E-1,1.441182196E-1,2.338789105E-1,-1.400441304E-2
8.179137917E-1,3.056238592E-2,7.021096349E-2,4.446169734E-2
8.278627917E-1,-2.663964964E-2,-7.960303128E-2,8.707893640E-2
8.378117917E-1,-9.914628416E-2,-1.702772528E-1,1.511903405E-1
8.477607917E-1,-1.734311730E-1,-2.313794792E-1,2.267476916E-1
8.577097917E-1,-2.312000394E-1,-2.955685854E-1,2.897699773E-1
8.676587917E-1,-2.527724504E-1,-3.678712845E-1,3.346482217E-1
8.776077917E-1,-2.480425835E-1,-4.178861082E-1,4.001758695E-1
8.875567917E-1,-2.231321633E-1,-4.072957933E-1,4.478158355E-1
8.975057917E-1,-2.020172030E-1,-3.480673730E-1,4.744563699E-1
9.074547917E-1,-1.750556231E-1,-2.277377546E-1,5.100700259E-1
9.174037917E-1,-1.548172832E-1,-4.814866930E-2,5.337111354E-1
9.273527917E-1,-1.140685081E-1,1.403083205E-1,5.417155027E-1
9.373017917E-1,-5.615621060E-2,3.165496588E-1,5.411514640E-1
9.472507917E-1,9.915749542E-3,4.409483075E-1,5.295464396E-1
9.571997917E-1,6.951180845E-2,4.804951549E-1,5.133109093E-1
9.671487916E-1,8.814141899E-2,4.521588683E-1,4.805777073E-1
9.770977917E-1,6.146175414E-2,3.798228800E-1,4.189427495E-1
9.870467917E-1,1.360874623E-2,3.091028929E-1,3.388391435E-1
9.969957917E-1,-3.573475406E-2,2.233939618E-1,2.508230805E-1
1.006944792E0,-6.099297479E-2,1.417486370E-1,1.481619477E-1
1.016893792E0,-7.429332286E-2,9.376358241E-2,5.143322051E-2
1.026842792E0,-6.360765547E-2,9.423496574E-2,-2.229027264E-2
1.036791792E0,-1.765979454E-2,1.390869766E-1,-6.637215614E-2
1.046740792E0,4.252018780E-2,1.998906732E-1,-9.070120007E-2
1.056689917E0,8.793491870E-2,2.392679155E-1,-1.013899669E-1
1.066638917E0,1.048925966E-1,2.454448640E-1,-1.172046140E-1
1.076587917E0,8.864898980E-2,2.475478202E-1,-1.358991265E-1
1.086536917E0,6.042107940E-2,2.470660508E-1,-1.471203566E-1
1.096485917E0,2.090598829E-2,2.529765964E-1,-1.588196605E-1
1.106434917E0,-1.585497521E-4,2.415841520E-1,-1.800309420E-1
1.116383917E0,2.316851169E-3,1.963484436E-1,-1.952337921E-1
1.126332917E0,-8.868958801E-3,1.745472699E-1,-1.941898316E-1
1.136281917E0,-1.924041659E-2,1.505450457E-1,-1.829788089E-1
1.146230917E0,-2.727117948E-2,1.146789193E-1,-1.788913906E-1
1.156179917E0,-4.206986725E-2,8.479942381E-2,-1.889786571E-1
1.166128917E0,-4.977571964E-2,7.620513439E-2,-2.037203163E-1
1.176077917E0,-4.581961408E-2,8.287014812E-2,-2.154016197E-1
1.186026917E0,-4.370746017E-2,9.483946115E-2,-2.118127346E-1
1.195975917E0,-3.993865103E-2,1.104562953E-1,-2.019613981E-1
1.205924917E0,-4.187875986E-2,1.269324720E-1,-1.893151104E-1
1.215873917E0,-3.043438122E-2,1.158005968E-1,-1.713928878E-1
1.225822917E0,-8.543462493E-3,1.115722954E-1,-1.781442761E-1
1.235771917E0,1.899159327E-2,6.532009691E-2,-1.777995080E-1
1.245720917E0,4.657741264E-2,2.033850737E-2,-1.894764006E-1
1.255669917E0,6.530682743E-2,-7.190093398E-3,-2.088359296E-1
1.265618917E0,8.255958557E-2,-3.692055866E-2,-2.086891979E-1
1.275567917E0,1.043499336E-1,-4.876152426E-2,-1.928914338E-1
1.285516917E0,1.204828396E-1,-4.141785949E-2,-1.848130077E-1
1.295465917E0,1.405335814E-1,-5.077665672E-2,-1.851004660E-1
1.305414917E0,1.613384634E-1,-5.166082829E-2,-1.870496273E-1
1.315363917E0,1.710843593E-1,-6.570492685E-2,-1.861733049E-1
1.325312917E0,1.787659824E-1,-7.961834222E-2,-1.747360975E-1
1.335261917E0,1.750460714E-1,-1.139151603E-1,-1.727132946E-1
1.345210917E0,1.465651691E-1,-1.386481971E-1,-1.730834693E-1
1.355159917E0,1.066983342E-1,-1.492220163E-1,-1.564429998E-1
1.365108917E0,8.486093581E-2,-1.376649588E-1,-1.253852248E-1
1.375057917E0,5.847757310E-2,-1.521867216E-1,-9.112776816E-2
1.385006917E0,2.346286736E-2,-2.320882082E-1,-6.003723666E-2
1.394955917E0,-9.351844899E-3,-2.908601761E-1,-1.371754706E-2
1.404904917E0,-3.515867516E-2,-3.272210956E-1,2.845414169E-2
1.414852917E0,-3.485375643E-2,-3.666047454E-1,5.266426504E-2
1.424802917E0,-1.551494747E-2,-4.411804378E-1,6.911115348E-2
1.434750917E0,3.518406302E-2,-5.518750548E-1,7.539644837E-2
1.444699917E0,4.365318269E-2,-5.462169051E-1,7.963460684E-2
1.454648917E0,4.612134397E-2,-5.402594209E-1,8.719796687E-2
1.464597917E0,5.803633109E-2,-4.902796149E-1,9.462419152E-2
1.474546917E0,5.903875083E-2,-3.706240058E-1,1.036482453E-1
1.484495917E0,7.490666211E-2,-2.740164995E-1,1.080874652E-1
1.494444917E0,9.047564864E-2,-1.876910031E-1,9.193350375E-2
1.504393917E0,1.042135656E-1,-1.160327867E-1,7.803206891E-2
1.514342917E0,1.164920181E-1,-6.160736457E-2,5.771533400E-2
1.524291917E0,1.503706127E-1,-2.839295566E-2,4.627865553E-2
1.534240917E0,1.790884882E-1,-3.822162282E-3,5.342417210E-2
1.544189917E0,1.759989560E-1,1.673477888E-2,6.687472761E-2
1.554138917E0,1.296736002E-1,1.140425820E-2,7.958653569E-2
1.564087917E0,6.130253524E-2,-1.202277094E-2,8.043555170E-2
1.574036917E0,-1.721526030E-3,-1.314971782E-2,7.550362498E-2
1.583985917E0,-4.506340623E-2,2.346794866E-2,6.275880337E-2
1.593934917E0,-6.618624181E-2,6.549381465E-2,4.176144674E-2
1.603883917E0,-8.204936236E-2,9.417711943E-2,2.257337049E-2
1.613832917E0,-8.052112907E-2,1.093966067E-1,3.257165896E-3
1.623781917E0,-6.830254197E-2,1.254450828E-1,-1.866943762E-2
1.633730917E0,-5.646817759E-2,1.500607878E-1,-3.641692176E-2
1.643679917E0,-5.246198177E-2,1.650858223E-1,-4.477951303E-2
1.653628917E0,-2.180459537E-2,1.675973684E-1,-5.155875906E-2
1.663577917E0,1.678087935E-2,1.690980643E-1,-6.473821402E-2
1.673526917E0,5.252532288E-2,1.804808229E-1,-7.983865589E-2
