"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.892566793E2,5.199794577E1,5.202646695E0,1.383932114E1,NaN,NaN,1.739088573E3,3.429733658E1
3.892634862E2,5.199704758E1,5.198277387E0,1.383932114E1,NaN,NaN,1.739088586E3,3.429733658E1
4.177182332E2,5.201031586E1,5.192555989E0,1.383932114E1,NaN,NaN,1.414000000E3,3.429733658E1
4.177236212E2,5.201436674E1,5.190809232E0,1.383932114E1,NaN,NaN,1.414000000E3,3.429733658E1
4.552750313E2,5.201907992E1,5.185956756E0,1.383932114E1,NaN,NaN,1.414000000E3,3.429733658E1
4.552805162E2,5.201984167E1,5.184242543E0,1.383932114E1,NaN,NaN,1.414000000E3,3.429733658E1
4.686220922E2,5.202386151E1,5.180562199E0,1.383932114E1,NaN,NaN,1.414000000E3,3.429733658E1
4.686243583E2,5.202542341E1,5.179054296E0,1.383932114E1,NaN,NaN,1.414000000E3,3.429733658E1
4.721552423E2,5.202311074E1,5.180718130E0,1.383932114E1,NaN,NaN,1.414000000E3,3.429733658E1
4.721623173E2,5.202185714E1,5.181623168E0,1.383932114E1,NaN,NaN,1.414000000E3,3.429733658E1
4.752913563E2,5.202606050E1,5.174996439E0,1.383932114E1,NaN,NaN,1.414000000E3,3.429733658E1
4.753179493E2,5.202806857E1,5.171764197E0,1.383932114E1,NaN,NaN,1.414000000E3,3.429733658E1
4.862454423E2,5.202930139E1,5.171326730E0,1.037451410E1,NaN,NaN,1.023333333E2,2.288461876E1
5.031168103E2,5.203131850E1,5.171055918E0,6.181974888E0,NaN,NaN,6.017641765E2,3.934000397E1
5.031187633E2,5.203235056E1,5.171363637E0,6.181974888E0,NaN,NaN,6.017641805E2,3.934000397E1
5.275463732E2,5.203571777E1,5.167116353E0,6.181974888E0,NaN,NaN,1.026430084E3,3.934000397E1
5.275694172E2,5.203655132E1,5.164208770E0,6.181974888E0,NaN,NaN,1.026430400E3,3.934000397E1
5.466753052E2,5.204450538E1,5.162075434E0,6.181974888E0,NaN,NaN,1.037937766E3,3.934000397E1
5.466797292E2,5.204953329E1,5.160840417E0,6.181974888E0,NaN,NaN,1.037937768E3,3.934000397E1
5.845959513E2,5.205540136E1,5.153328054E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
5.846002053E2,5.205606878E1,5.150216799E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
6.043781903E2,5.206227527E1,5.149144716E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
6.043812493E2,5.206450110E1,5.148944123E0,6.181974888E0,NaN,NaN,1.414000000E3,3.934000397E1
6.202710203E2,5.206565254E1,5.148528924E0,6.181974888E0,NaN,NaN,1.514406812E3,3.934000397E1
6.202961542E2,5.206565414E1,5.148528346E0,6.181974888E0,NaN,NaN,1.514407091E3,3.934000397E1
