"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.443002701E-3,5.233923413E1,4.892730329E0,2.669522997E0,1.024639013E0,1.735060084E2,4.733364990E0,3.379318409E0
9.538899660E-1,5.233922450E1,4.892736628E0,2.976934140E0,3.407623507E-1,1.422715032E2,4.733925049E0,3.378533803E0
1.953899741E0,5.233921217E1,4.892741840E0,2.986575220E0,6.892663886E-1,1.465034421E2,4.733521338E0,3.379099403E0
2.953908086E0,5.233919669E1,4.892744048E0,2.785363141E0,9.971233397E-1,1.633879593E2,4.734940366E0,3.377110712E0
3.953916430E0,5.233918502E1,4.892742695E0,3.457504263E0,1.086556289E0,1.828497714E2,4.737083362E0,3.374104068E0
4.953924537E0,5.233917192E1,4.892738599E0,3.831925613E0,1.187690386E0,1.839324886E2,4.739319840E0,3.370961952E0
5.953930140E0,5.233916483E1,4.892738166E0,3.146588089E0,9.697234491E-1,1.815693318E2,4.739444506E0,3.370786675E0
6.953938007E0,5.233915743E1,4.892749377E0,2.533657534E0,8.158386190E-1,1.625012024E2,4.738412619E0,3.372237074E0
7.953941584E0,5.233913926E1,4.892749730E0,2.476772293E0,1.195939774E0,1.690792609E2,4.738264843E0,3.372444708E0
8.953947186E0,5.233912670E1,4.892750796E0,2.572017152E0,1.202980657E0,1.656625153E2,4.740146818E0,3.369798982E0
9.953950167E0,5.233911305E1,4.892742473E0,2.372431362E0,1.155333290E0,1.665141813E2,4.740891484E0,3.368751247E0
1.095395398E1,5.233910549E1,4.892743980E0,2.265513516E0,8.551922485E-1,1.607711635E2,4.735725402E0,3.376009768E0
1.195395720E1,5.233909715E1,4.892760463E0,2.043061067E0,9.397020936E-1,1.372569664E2,4.732549120E0,3.380460894E0
1.295395911E1,5.233908477E1,4.892753542E0,1.516572738E0,8.677838454E-1,1.581018014E2,4.730389916E0,3.383481680E0
1.395396256E1,5.233907528E1,4.892726624E0,1.733519142E0,7.260396414E-1,1.821434000E2,4.732477800E0,3.380560739E0
1.495396411E1,5.233906435E1,4.892706074E0,1.698044426E0,7.375460420E-1,1.938395915E2,4.732919417E0,3.379942430E0
1.595396602E1,5.233904993E1,4.892708017E0,2.187112151E0,9.814560240E-1,1.796358749E2,4.735134363E0,3.376838699E0
1.695396721E1,5.233904270E1,4.892705674E0,1.970588108E0,8.376621642E-1,1.721670931E2,4.734564995E0,3.377636946E0
1.795396733E1,5.233903340E1,4.892726063E0,2.802546776E0,9.787025774E-1,1.510845618E2,4.734885235E0,3.377188008E0
1.895396841E1,5.233901709E1,4.892714205E0,2.751543072E0,1.011462685E0,1.594658563E2,4.732850653E0,3.380038717E0
1.995396745E1,5.233900303E1,4.892685682E0,2.455143668E0,8.420786350E-1,1.836029303E2,4.731500208E0,3.381928861E0
2.095396841E1,5.233898586E1,4.892669789E0,1.861889755E0,1.062099886E0,1.852861399E2,4.731949188E0,3.381300625E0
2.195396829E1,5.233896938E1,4.892663051E0,1.615514860E0,1.183430470E0,1.780857351E2,4.731968003E0,3.381274294E0
2.295396733E1,5.233895516E1,4.892660719E0,1.523900001E0,1.112363220E0,1.676643476E2,4.731521281E0,3.381899377E0
2.395396614E1,5.233894065E1,4.892655219E0,1.699561397E0,1.072508211E0,1.693146369E2,4.731938479E0,3.381315611E0
2.495396507E1,5.233892575E1,4.892650901E0,1.573975507E0,1.041166530E0,1.761378099E2,4.731645621E0,3.381725410E0
