"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.643241513E1,5.233515870E1,5.004632079E0,2.416806519E-1,7.775550423E0,1.349297638E2,4.844876625E0,3.217406955E0
8.743241382E1,5.233508582E1,5.004709018E0,9.094928997E-1,8.759672233E0,1.559854584E2,4.868527715E0,3.181505134E0
8.843241465E1,5.233499236E1,5.004789421E0,1.406205582E0,1.017432736E1,1.603017731E2,4.859166181E0,3.195784890E0
8.943241501E1,5.233489207E1,5.004849634E0,7.886791481E-1,1.106737358E1,1.574603729E2,4.874723701E0,3.172003448E0
9.043241441E1,5.233478087E1,5.004931179E0,1.066102466E0,1.222978055E1,1.582924805E2,4.868052126E0,3.182232790E0
9.143241405E1,5.233465383E1,5.005013352E0,7.502112631E-1,1.356052704E1,1.582924805E2,4.861765801E0,3.191828681E0
9.243241417E1,5.233452036E1,5.005097695E0,4.056591010E-1,1.493119615E1,1.586662903E2,4.839956022E0,3.224804295E0
9.343241525E1,5.233436890E1,5.005162718E0,-9.162751026E-3,1.609842440E1,1.619657898E2,4.834746596E0,3.232609223E0
9.443241453E1,5.233422067E1,5.005266486E0,-5.203992343E-1,1.702842017E1,1.595215302E2,4.826416065E0,3.245033899E0
9.543241453E1,5.233405691E1,5.005349965E0,-5.114369374E-1,1.789364496E1,1.589158936E2,4.834117941E0,3.233549252E0
9.643241394E1,5.233389730E1,5.005458913E0,-5.113214795E-1,1.851854735E1,1.577571564E2,4.828954154E0,3.241255746E0
9.743241549E1,5.233374294E1,5.005564279E0,-4.948085910E-1,1.842282231E1,1.567805023E2,4.830257386E0,3.239313294E0
9.843241370E1,5.233359166E1,5.005670524E0,2.232893473E-1,1.826671569E1,1.567805023E2,4.833439921E0,3.234562654E0
9.943241405E1,5.233344834E1,5.005789250E0,7.934206128E-1,1.803805527E1,1.514769897E2,4.831181206E0,3.237935328E0
1.004324139E2,5.233330671E1,5.005901092E0,6.637138035E-1,1.742390337E1,1.468011017E2,4.813183652E0,3.264628642E0
1.014324142E2,5.233318601E1,5.006050170E0,2.049385021E0,1.691140718E1,1.386596375E2,4.824626614E0,3.247693808E0
1.024324142E2,5.233307842E1,5.006212779E0,2.892479128E0,1.662502859E1,1.307687225E2,4.862503736E0,3.190704381E0
1.034324149E2,5.233298684E1,5.006424695E0,4.467014278E0,1.683197232E1,1.236235504E2,4.855179486E0,3.201838408E0
1.044324145E2,5.233291486E1,5.006654685E0,4.010263519E0,1.710213605E1,1.161427612E2,4.867489685E0,3.183093024E0
1.054324154E2,5.233286277E1,5.006890492E0,5.170038639E0,1.707621468E1,1.061938019E2,4.862971118E0,3.189991996E0
1.064324148E2,5.233281973E1,5.007136218E0,4.774571720E0,1.725096831E1,1.024196548E2,4.874506617E0,3.172337037E0
1.074324147E2,5.233278418E1,5.007391400E0,6.068236943E0,1.765888213E1,1.006702194E2,4.906825072E0,3.122115427E0
1.084324150E2,5.233276397E1,5.007659459E0,6.753667876E0,1.796538970E1,1.008138733E2,4.874067974E0,3.173010939E0
1.094324151E2,5.233274573E1,5.007947863E0,6.890839639E0,1.879911090E1,9.877577972E1,4.831570681E0,3.237354134E0
1.104324149E2,5.233272145E1,5.008230814E0,7.197827625E0,1.931500589E1,9.837218475E1,4.817959371E0,3.257576482E0
1.114324143E2,5.233270234E1,5.008512118E0,7.060752021E0,1.979121702E1,9.837218475E1,4.811428369E0,3.267215035E0
1.124324142E2,5.233267761E1,5.008808529E0,7.370873287E0,2.017578175E1,9.735130310E1,4.818772821E0,3.256373064E0
1.134324138E2,5.233265271E1,5.009115099E0,7.973376490E0,2.065820630E1,9.681229401E1,4.832509348E0,3.235952786E0
1.144324145E2,5.233263258E1,5.009425857E0,7.898434769E0,2.103309701E1,9.553905487E1,4.884038315E0,3.157642597E0
