"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.684793234E-1,5.238712268E1,4.847353846E0,7.016689301E0,9.700000286E-1,6.679687500E0,3.925981126E0,6.000000000E0
1.668480277E0,5.238713161E1,4.847363569E0,8.082607269E0,6.999999881E-1,1.125000000E1,3.708332133E0,6.000000000E0
2.668479323E0,5.238713840E1,4.847373962E0,7.148952484E0,6.200000048E-1,1.265625000E1,3.596970301E0,6.000000000E0
3.668472290E0,5.238714548E1,4.847382847E0,7.921474457E0,6.100000143E-1,7.734375000E0,3.535533906E0,6.000000000E0
4.668462396E0,5.238714959E1,4.847389637E0,8.068386078E0,1.800000072E-1,3.575390625E2,3.535533906E0,6.000000000E0
5.668455482E0,5.238715081E1,4.847394833E0,7.901760101E0,0.000000000E0,3.508593750E2,3.535533906E0,4.000000000E0
6.668445587E0,5.238715257E1,4.847397516E0,7.053676605E0,1.800000072E-1,1.546875000E1,3.535533906E0,4.000000000E0
7.668435812E0,5.238715257E1,4.847397516E0,7.053676673E0,1.800000072E-1,NaN,4.287166699E0,4.066703491E0
8.668429613E0,5.238715575E1,4.847402796E0,7.294155188E0,1.800000072E-1,NaN,4.287166742E0,4.066703511E0
9.668421745E0,5.238716150E1,4.847419939E0,6.866298756E0,4.000000060E-1,5.660156639E1,4.287166790E0,4.066703536E0
1.066841376E1,5.238716599E1,4.847441502E0,6.260402811E0,8.999999762E-1,6.574219705E1,4.287166825E0,4.066703563E0
1.166840947E1,5.238716885E1,4.847459449E0,5.958645014E0,1.009999990E0,6.960938601E1,4.287166854E0,4.066703593E0
1.266839886E1,5.238717215E1,4.847472155E0,5.624660624E0,8.999999762E-1,6.925782229E1,4.287166895E0,4.066703623E0
1.366839397E1,5.238717542E1,4.847488207E0,4.964016108E0,1.000000000E0,7.031251095E1,4.610715698E0,3.544832547E0
1.466839182E1,5.238717740E1,4.847506307E0,5.468349598E0,9.800000191E-1,7.382813595E1,4.610715699E0,3.544832545E0
1.566839123E1,5.238717781E1,4.847516041E0,5.644802198E0,6.600000262E-1,8.050782007E1,4.610715699E0,3.544832545E0
1.666839063E1,5.238717934E1,4.847530862E0,5.355373486E0,6.700000167E-1,7.593750756E1,4.287166965E0,4.066703723E0
1.766839004E1,5.238717820E1,4.847545648E0,4.714748486E0,6.600000262E-1,8.121094509E1,4.610715693E0,3.544832553E0
1.866838908E1,5.238717632E1,4.847560011E0,4.182705027E0,6.600000262E-1,8.964844518E1,4.610715686E0,3.544832562E0
1.966839015E1,5.238717526E1,4.847574155E0,4.338649850E0,6.600000262E-1,9.386719516E1,4.610715680E0,3.544832570E0
2.066838968E1,5.238717467E1,4.847589319E0,4.566555130E0,7.099999785E-1,9.246094575E1,4.610715675E0,3.544832576E0
2.166839039E1,5.238717580E1,4.847601546E0,4.991848099E0,7.099999785E-1,8.191407068E1,4.610715674E0,3.544832578E0
2.266839075E1,5.238717670E1,4.847615135E0,4.464504351E0,7.099999785E-1,7.523438299E1,4.610715672E0,3.544832581E0
2.366839182E1,5.238717605E1,4.847629709E0,4.640407670E0,7.200000286E-1,7.980469574E1,4.610715667E0,3.544832587E0
2.466839242E1,5.238717913E1,4.847642462E0,4.056057088E0,7.500000000E-1,6.855469562E1,4.610715671E0,3.544832583E0
2.566839337E1,5.238717886E1,4.847657663E0,4.000637181E0,8.600000143E-1,8.332032244E1,4.610715669E0,3.544832585E0
2.666839528E1,5.238718047E1,4.847673614E0,4.498073705E0,8.600000143E-1,9.099817657E1,4.610715668E0,3.544832586E0
2.766839695E1,5.238718614E1,4.847669903E0,-2.158137783E-1,8.555466159E-1,9.099817657E1,5.344630930E0,2.293350661E0
2.866839826E1,5.238719749E1,4.847669896E0,-7.986747921E-1,6.477113019E-1,5.731187989E1,5.301387004E0,2.391617207E0
2.966839993E1,5.238720875E1,4.847679524E0,-5.291275484E-1,8.441266766E-1,6.968257028E1,5.164299307E0,2.674799002E0
3.066840100E1,5.238720943E1,4.847705107E0,-5.020978041E-1,9.551775976E-1,8.774038970E1,5.081028749E0,2.829785130E0
3.166840398E1,5.238721309E1,4.847708115E0,-1.258174721E-1,9.159529410E-1,8.006963617E1,5.018194761E0,2.939771824E0
3.266840565E1,5.238721403E1,4.847721239E0,-3.687869785E-1,8.916676230E-1,8.281074814E1,5.010998470E0,2.952021572E0
3.366840827E1,5.238721811E1,4.847751366E0,-7.839563759E-1,1.162321797E0,8.300546942E1,4.986187152E0,2.993739254E0
3.466841054E1,5.238721774E1,4.847768685E0,-5.987827424E-1,1.176539269E0,8.496381479E1,4.989853609E0,2.987624139E0
3.566841161E1,5.238721018E1,4.847791499E0,-2.242904119E-1,1.056811557E0,8.934947018E1,5.034811023E0,2.911222251E0
3.666841459E1,5.238721787E1,4.847832641E0,-6.380343437E-1,1.443498601E0,9.099817657E1,5.076738650E0,2.837474530E0
3.766841698E1,5.238723605E1,4.847923775E0,-2.391889915E-1,3.316393467E0,4.827719116E1,5.093459498E0,2.807348816E0
3.866841924E1,5.238724267E1,4.847902667E0,-2.390699899E-1,1.722134889E0,4.403533936E1,5.089093579E0,2.815255509E0
3.966842246E1,5.238725946E1,4.847934215E0,-1.072843419E-1,2.284558371E0,4.403533936E1,5.056183522E0,2.873942453E0
4.066842473E1,5.238726092E1,4.847954027E0,1.063925801E-1,1.629791106E0,4.403533936E1,5.017433222E0,2.941071385E0
