"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.544796467E-2,5.233491124E1,4.866240153E0,4.740804255E0,NaN,NaN,1.376666667E2,1.721150017E1
2.877497673E-2,5.233490860E1,4.866252405E0,4.740804255E0,NaN,NaN,1.376666667E2,1.721150017E1
2.877497673E-2,5.233490692E1,4.866252986E0,4.740804255E0,NaN,NaN,1.376666667E2,1.721150017E1
6.545413733E-1,5.233499244E1,4.866602216E0,1.883022308E0,3.019999981E0,8.296875000E1,2.802780161E1,3.200000000E1
2.054539084E0,5.233480800E1,4.866528371E0,-4.723854065E-1,3.019999981E0,1.051171875E2,1.393624289E1,4.000000000E0
3.054537773E0,5.233482703E1,4.866577657E0,-3.670387268E-1,2.829999924E0,8.507812500E1,1.067732996E1,4.000000000E0
4.054535389E0,5.233484672E1,4.866632642E0,1.317405701E-1,2.829999924E0,8.859375000E1,7.201607057E0,4.000000000E0
5.054534554E0,5.233485532E1,4.866687628E0,2.984275818E-1,3.309999943E0,9.105468750E1,5.461384083E0,4.000000000E0
6.054532647E0,5.233486106E1,4.866744373E0,6.083030701E-1,3.759999990E0,9.457031250E1,4.456881785E0,4.000000000E0
7.054543376E0,5.233486403E1,4.866800448E0,8.697166443E-1,3.329999924E0,9.773437500E1,3.928671838E0,3.000000000E0
8.054575205E0,5.233486936E1,4.866851410E0,1.584194183E0,3.329999924E0,9.562500000E1,3.535533906E0,3.000000000E0
9.054611206E0,5.233487430E1,4.866900695E0,2.403774261E0,3.130000114E0,9.492187500E1,3.535533906E0,3.000000000E0
1.005464780E1,5.233487874E1,4.866948891E0,2.450405121E0,3.130000114E0,9.457031250E1,3.535533906E0,3.000000000E0
1.105467820E1,5.233488260E1,4.866998261E0,3.175136566E0,3.130000114E0,9.562500000E1,3.535533906E0,3.000000000E0
1.205470717E1,5.233488813E1,4.867050815E0,3.311061859E0,3.299999952E0,9.000000000E1,3.535533906E0,3.000000000E0
1.305472910E1,5.233489454E1,4.867100185E0,3.203578949E0,3.019999981E0,8.859375000E1,3.535533906E0,3.000000000E0
1.405475807E1,5.233489521E1,4.867144476E0,3.203579731E0,3.019999981E0,8.859378506E1,4.610574411E0,3.545016310E0
1.505477929E1,5.233490417E1,4.867195679E0,3.613736069E0,3.200000048E0,8.542972454E1,4.610574420E0,3.545016298E0
1.605479622E1,5.233491048E1,4.867245594E0,3.341824447E0,3.200000048E0,8.613284958E1,4.610574424E0,3.545016292E0
1.705481148E1,5.233491453E1,4.867292652E0,3.069790755E0,3.200000048E0,8.683597460E1,4.610574424E0,3.545016292E0
1.805483031E1,5.233491560E1,4.867343266E0,3.440884609E0,3.400000095E0,8.964847698E1,4.610574417E0,3.545016302E0
1.905484951E1,5.233491707E1,4.867391378E0,3.485928555E0,3.400000095E0,9.035160198E1,4.610574410E0,3.545016311E0
2.005486584E1,5.233491979E1,4.867440237E0,3.704983729E0,3.400000095E0,8.894535198E1,4.610574404E0,3.545016319E0
2.105488038E1,5.233492119E1,4.867483844E0,3.108181884E0,3.230000019E0,8.894535000E1,4.610574397E0,3.545016328E0
2.205489171E1,5.233492278E1,4.867530494E0,3.017117481E0,3.329999924E0,8.929691367E1,4.610574390E0,3.545016337E0
2.305490267E1,5.233492446E1,4.867576929E0,2.714322072E0,3.329999924E0,8.929691367E1,4.610574383E0,3.545016346E0
