"Time (s)","Distance (cm)"
2.044779167E-2,5.000000000E0
1.227585833E-1,0.000000000E0
1.896206667E-1,5.000000000E0
2.747428917E0,0.000000000E0
5.839538250E0,5.000000000E0
5.182826200E1,0.000000000E0
5.204491625E1,5.000000000E0
5.252961733E1,0.000000000E0
5.286408208E1,5.000000000E0
5.296397787E1,0.000000000E0
2.992799509E2,5.000000000E0
3.035961771E2,0.000000000E0
7.208535893E2,5.000000000E0
