"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.105989373E1,5.233481133E1,4.867211610E0,-2.378922394E-1,3.069139611E0,9.234569404E1,4.847216784E0,3.213880285E0
4.206019783E1,5.233481105E1,4.867252486E0,-1.167369764E-1,3.107154280E0,9.280250281E1,4.853689900E0,3.204096033E0
4.306048524E1,5.233481568E1,4.867300246E0,-2.612847192E-1,2.799861957E0,8.898864751E1,4.853598626E0,3.204234294E0
4.406075609E1,5.233480992E1,4.867346488E0,-6.682881434E-2,2.903750624E0,9.112737240E1,4.857317785E0,3.198593592E0
4.506100738E1,5.233480718E1,4.867402544E0,-4.877062617E-1,3.101427904E0,9.120694057E1,4.857083259E0,3.198949711E0
4.606124735E1,5.233480842E1,4.867473683E0,-3.242699113E-1,3.560008784E0,8.795202667E1,4.856741580E0,3.199468434E0
4.706147099E1,5.233480852E1,4.867532721E0,1.757201916E-1,3.739891674E0,9.217626539E1,4.855748065E0,3.200976065E0
4.806168234E1,5.233481625E1,4.867575349E0,-2.124675531E-1,3.658157262E0,8.631894824E1,4.782082225E0,3.310019127E0
4.906188071E1,5.233482097E1,4.867612732E0,-5.897228876E-1,3.183144708E0,8.550978384E1,4.788403799E0,3.300867475E0
5.006206822E1,5.233483531E1,4.867656493E0,-4.983572410E-1,3.082002079E0,7.453023697E1,4.802126691E0,3.280871268E0
5.106224394E1,5.233485506E1,4.867691283E0,2.536297701E-1,3.131416942E0,6.479699901E1,4.801069251E0,3.282418480E0
5.206240988E1,5.233487828E1,4.867707651E0,6.683876086E-2,2.689670029E0,4.673964571E1,4.798394437E0,3.286327412E0
5.306256497E1,5.233488986E1,4.867763127E0,2.022939073E-1,3.086003325E0,6.201707224E1,4.799065262E0,3.285347720E0
5.406271338E1,5.233488517E1,4.867812861E0,1.552103115E-1,3.000024830E0,8.184308845E1,4.796238855E0,3.289472583E0
5.506285155E1,5.233488621E1,4.867869258E0,2.033700235E-3,3.351844787E0,8.511286586E1,4.792714830E0,3.294604923E0
5.606298208E1,5.233488857E1,4.867926484E0,-7.253350038E-2,3.637783246E0,8.559192142E1,4.792580847E0,3.294799821E0
5.706310594E1,5.233488802E1,4.867974378E0,9.050922468E-2,3.450907762E0,8.952984860E1,4.791008560E0,3.297085684E0
5.806322253E1,5.233488749E1,4.868026104E0,1.105598174E-2,3.505443858E0,9.039938038E1,4.788236767E0,3.301109767E0
5.906333268E1,5.233488939E1,4.868075260E0,-1.024448099E-1,3.379793997E0,9.081267925E1,4.789628297E0,3.299090452E0
6.006343579E1,5.233488865E1,4.868124075E0,3.623340838E-2,3.300613324E0,9.245547187E1,4.793782902E0,3.293050640E0
6.106353903E1,5.233489081E1,4.868179854E0,5.505823903E-2,3.391002302E0,8.936329234E1,4.797027150E0,3.288322909E0
6.206362712E1,5.233489842E1,4.868237526E0,3.290037625E-2,3.434058828E0,8.450695567E1,4.800396302E0,3.283402561E0
6.306371486E1,5.233488569E1,4.868289925E0,1.416628519E-1,3.280070380E0,9.861656655E1,4.806861764E0,3.273929904E0
6.406379831E1,5.233488627E1,4.868350440E0,3.224563226E-2,3.351434232E0,9.619263616E1,4.804227952E0,3.277793590E0
6.506387544E1,5.233488992E1,4.868400799E0,2.708735224E-1,3.278679633E0,9.006320092E1,4.794986949E0,3.291297190E0
6.606395018E1,5.233489878E1,4.868452219E0,3.396468516E-2,3.226114282E0,8.323116437E1,4.797349617E0,3.287852443E0
6.706402040E1,5.233490050E1,4.868493928E0,-2.998827817E-1,2.777430730E0,8.578708381E1,4.794336388E0,3.292244771E0
6.806408727E1,5.233489553E1,4.868521948E0,4.630549951E-1,2.469833108E0,9.694221038E1,4.797461368E0,3.287689379E0
6.906415355E1,5.233488849E1,4.868562435E0,-3.449691962E-1,2.355808321E0,1.029219807E2,4.819080666E0,3.255917469E0
7.006421220E1,5.233488748E1,4.868588322E0,-4.307641964E-1,2.089274656E0,1.023388704E2,4.834437906E0,3.233070856E0
7.106426787E1,5.233488685E1,4.868625209E0,-1.433622111E-1,1.797784720E0,9.709572180E1,4.804998107E0,3.276664497E0
7.206432319E1,5.233489370E1,4.868639807E0,-8.822172880E-2,1.224856784E0,8.737112263E1,4.800584315E0,3.283127666E0
7.306437409E1,5.233489457E1,4.868658605E0,2.371868109E-1,5.603760734E-1,8.349557192E1,4.811969527E0,3.266417963E0
7.406442273E1,5.233489854E1,4.868663297E0,3.208563663E-3,2.309468606E-1,8.349557582E1,4.786221290E0,3.304031295E0
7.506447089E1,5.233490099E1,4.868668218E0,-5.929667968E-2,4.211303458E-1,8.349557983E1,4.781640935E0,3.310656582E0
7.606451452E1,5.233490185E1,4.868672006E0,2.312767990E-1,0.000000000E0,8.349558286E1,4.778707036E0,3.314890057E0
7.706455934E1,5.233490185E1,4.868672006E0,2.312767990E-1,0.000000000E0,8.349558286E1,4.774992240E0,3.320238868E0
7.806459880E1,5.233490185E1,4.868672006E0,2.312767990E-1,0.000000000E0,8.349558286E1,4.781121795E0,3.311406260E0
7.906463778E1,5.233490185E1,4.868672006E0,2.312767990E-1,0.000000000E0,8.349558286E1,4.782309778E0,3.309690351E0
8.006467474E1,5.233490372E1,4.868686902E0,8.891692013E-2,1.517322426E-1,7.640431136E1,4.782485245E0,3.309436797E0
8.106471097E1,5.233490452E1,4.868697020E0,2.400765419E-1,7.645845508E-1,1.030676053E2,4.791672914E0,3.296120101E0
8.206474423E1,5.233490884E1,4.868717963E0,2.906191321E-1,1.326727059E0,9.102688553E1,4.794396406E0,3.292157368E0
