"Time (s)","Distance (cm)"
8.140083344E-3,5.000000000E0
1.035985923E2,0.000000000E0
1.041751377E2,5.000000000E0
1.080939929E2,0.000000000E0
1.088592600E2,5.000000000E0
1.323622162E2,5.000000000E0
