"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.311259508E-1,5.229702485E1,5.226916952E0,1.007098436E1,NaN,NaN,3.500000000E1,2.265307045E1
1.670979500E0,5.229705218E1,5.226920452E0,1.184695053E1,1.080000043E0,2.123437500E2,8.240495635E0,1.600000000E1
2.670982718E0,5.229706618E1,5.226865131E0,5.670070648E0,1.460000038E0,2.640234375E2,3.535533906E0,6.000000000E0
3.670979619E0,5.229707519E1,5.226824060E0,4.940883636E0,1.460000038E0,2.643750000E2,3.535533906E0,4.000000000E0
4.670979619E0,5.229707799E1,5.226783575E0,7.452480316E0,1.779999971E0,2.664843750E2,3.535533906E0,4.000000000E0
5.670979977E0,5.229708017E1,5.226740576E0,9.160243988E0,2.460000038E0,2.664843750E2,3.535533906E0,4.000000000E0
6.670979381E0,5.229708089E1,5.226691458E0,9.515041351E0,2.880000114E0,2.657812500E2,3.535533906E0,4.000000000E0
7.670981765E0,5.229708076E1,5.226640664E0,1.139486313E1,2.849999905E0,2.640234375E2,3.535533906E0,4.000000000E0
8.670980930E0,5.229708026E1,5.226592049E0,1.095162582E1,2.880000114E0,2.636718750E2,3.535533906E0,4.000000000E0
9.670981884E0,5.229707892E1,5.226543266E0,1.147103500E1,3.089999914E0,2.636718750E2,3.535533906E0,4.000000000E0
1.067098284E1,5.229707757E1,5.226492807E0,1.196847153E1,3.309999943E0,2.650781250E2,3.535533906E0,4.000000000E0
1.167098105E1,5.229707623E1,5.226438828E0,1.175844955E1,3.309999943E0,2.664843750E2,3.535533906E0,4.000000000E0
1.267097902E1,5.229707418E1,5.226379987E0,1.272512436E1,3.549999952E0,2.661328125E2,3.535533906E0,3.000000000E0
1.367097652E1,5.229707203E1,5.226328070E0,1.272512541E1,3.549999952E0,2.661327714E2,4.610385879E0,3.545261497E0
1.467097676E1,5.229706916E1,5.226268158E0,1.155495947E1,3.680000067E0,2.650780825E2,4.610385888E0,3.545261485E0
1.567097914E1,5.229706730E1,5.226214320E0,1.141555512E1,3.589999914E0,2.650780835E2,4.610385897E0,3.545261473E0
1.667097998E1,5.229706524E1,5.226155952E0,1.165237163E1,3.769999981E0,2.650780814E2,4.610385906E0,3.545261461E0
1.767098272E1,5.229706325E1,5.226101321E0,1.155935404E1,3.740000010E0,2.650780818E2,4.610385915E0,3.545261449E0
1.867098606E1,5.229705992E1,5.226041852E0,1.128420757E1,3.769999981E0,2.643749565E2,4.610385923E0,3.545261440E0
