"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.311654167E-2,-1.972399831E0,-1.028318763E0,3.171253204E-1
2.306754165E-2,-2.157649040E0,-1.526810765E0,4.853040874E-1
3.301754169E-2,-2.180907488E0,-2.012496710E0,6.770237088E-1
4.296854167E-2,-2.137566805E0,-2.268982887E0,8.323151469E-1
5.291954166E-2,-2.141719103E0,-2.311425924E0,9.872416258E-1
6.287054165E-2,-2.274530411E0,-2.423465014E0,1.029463768E0
7.282054168E-2,-2.649212360E0,-2.659037590E0,9.946566820E-1
8.277154167E-2,-3.191064596E0,-2.601885319E0,9.468439221E-1
9.272254165E-2,-3.667246819E0,-2.363977671E0,1.010811448E0
1.026735417E-1,-3.361537695E0,-2.660620928E0,9.981494546E-1
1.126235417E-1,-2.660869598E0,-2.726242542E0,6.393044591E-1
1.225745417E-1,-1.762285948E0,-2.596990108E0,-8.185397834E-2
1.325255416E-1,-8.910892606E-1,-2.637379885E0,-7.873666286E-1
1.424755417E-1,-4.666323960E-1,-2.248721123E0,-9.564675093E-1
1.524265417E-1,-4.009255469E-1,-1.239871621E0,-5.785883665E-1
1.623775417E-1,-5.367216468E-1,3.919717371E-1,-2.400542200E-1
1.723285417E-1,-3.777186573E-1,1.351645589E0,-2.073900104E-1
1.822785417E-1,-6.807895303E-1,3.589153290E0,-2.080544084E-1
1.922295417E-1,-1.936759710E0,3.200630426E0,-3.230422735E-1
2.021805416E-1,-1.469342470E0,-5.937689543E-1,-4.418628216E-1
2.121305417E-1,-1.618576646E0,7.418428063E-1,-6.902225614E-1
2.220815417E-1,-1.455705762E0,1.113480210E0,-5.034958720E-1
2.320325417E-1,-8.791108131E-1,4.895713627E-1,-6.053247452E-1
2.419835417E-1,-4.766077995E-1,1.540137269E-2,-7.495254278E-1
2.519335417E-1,-3.186027110E-1,1.322358549E-1,-7.553470731E-1
2.618845417E-1,-3.173418343E-1,2.780880928E-1,-6.100942492E-1
2.718355416E-1,-4.000119567E-1,-1.613505483E-1,-3.714217842E-1
2.817865417E-1,-3.874002993E-1,-7.561036199E-2,-2.709402144E-1
2.917365417E-1,-2.368840426E-1,-1.134428941E-2,-2.842541635E-1
3.016875417E-1,-3.397227079E-2,3.623966575E-1,-2.054602951E-1
3.116385417E-1,2.157275826E-1,8.670201302E-1,8.989784867E-2
3.215895417E-1,5.954563618E-1,1.069495797E0,5.071034431E-1
3.315395417E-1,9.661798477E-1,1.168940902E0,6.600533128E-1
3.414905416E-1,1.188894749E0,9.716137052E-1,6.561850905E-1
3.514415417E-1,1.280022740E0,7.014743686E-1,6.281965971E-1
3.613915417E-1,1.202214837E0,4.218923151E-1,6.326152682E-1
3.713425416E-1,1.011455297E0,1.719056368E-1,7.067720294E-1
3.812935417E-1,7.328698635E-1,2.343529612E-1,8.113961220E-1
3.912445417E-1,6.181797385E-1,3.183194995E-1,8.789714575E-1
4.011945417E-1,6.776760817E-1,6.492421627E-1,8.567939997E-1
4.111455416E-1,9.245926738E-1,1.380479932E0,9.246279001E-1
4.210965417E-1,1.448575020E0,2.100595713E0,1.152173400E0
4.310475417E-1,2.126558065E0,2.847555637E0,1.460588813E0
4.409975416E-1,2.805312395E0,3.414166927E0,1.820476770E0
4.509485417E-1,3.490722179E0,3.552704573E0,2.053472042E0
4.608995417E-1,3.961933374E0,3.789716721E0,2.095206022E0
4.708495417E-1,4.276607513E0,3.837082624E0,2.039208889E0
4.808005416E-1,4.540118217E0,3.592920542E0,1.945976257E0
4.907515417E-1,4.537765026E0,3.454024792E0,1.918835640E0
5.007025417E-1,4.221785069E0,3.244132757E0,2.010017633E0
5.106525416E-1,3.746807098E0,2.705057859E0,2.130862474E0
5.206035417E-1,3.118814945E0,2.336622000E0,2.168105364E0
5.305545417E-1,2.331139565E0,2.241054773E0,2.147608042E0
5.405055417E-1,1.646610379E0,2.086541176E0,2.118698597E0
5.504555416E-1,1.146706820E0,2.084758997E0,2.067576170E0
5.604065417E-1,8.061877489E-1,2.185205460E0,2.093199730E0
5.703575417E-1,5.773950815E-1,2.180938244E0,2.222523451E0
5.803085417E-1,2.880594432E-1,2.245582342E0,2.297809839E0
5.902584583E-1,-1.068367288E-1,2.209452152E0,2.358871222E0
6.002094583E-1,-4.468922317E-1,2.083726406E0,2.459920168E0
6.101604583E-1,-7.625865340E-1,2.109086037E0,2.556434155E0
6.201104583E-1,-1.009224534E0,2.142800093E0,2.656783581E0
6.300614583E-1,-1.174653172E0,2.164245844E0,2.600718975E0
6.400124583E-1,-1.262956977E0,2.157187939E0,2.385233164E0
6.499634584E-1,-1.264926076E0,2.054933310E0,2.147944450E0
6.599134583E-1,-1.220798254E0,1.919707894E0,1.926932812E0
