"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.291218996E-1,5.234189066E1,4.893177329E0,3.025759101E0,NaN,NaN,3.500000000E1,2.528964424E1
1.588140011E0,5.234189218E1,4.893173624E0,2.925608158E0,NaN,NaN,3.500000000E1,1.985064888E1
1.597326875E0,5.234189875E1,4.893411398E0,1.933559418E0,1.009999990E0,1.648828125E2,2.088090487E1,4.000000000E0
2.597326517E0,5.234198090E1,4.893391533E0,6.043117523E0,0.000000000E0,1.648828125E2,8.042927205E0,4.000000000E0
3.597327352E0,5.234189041E1,4.893394718E0,4.188869476E0,0.000000000E0,1.648828125E2,6.898714148E0,4.000000000E0
4.597327709E0,5.234188891E1,4.893417768E0,4.105800629E0,0.000000000E0,8.015625000E1,6.075373419E0,4.000000000E0
5.597328067E0,5.234188400E1,4.893433694E0,4.093227386E0,1.620000005E0,8.085937500E1,5.788859628E0,4.000000000E0
6.597347021E0,5.234185961E1,4.893487757E0,3.410121918E0,2.809999943E0,9.210937500E1,4.601360842E0,4.000000000E0
7.597345352E0,5.234186368E1,4.893526565E0,3.253261566E0,2.339999914E0,8.332031250E1,4.054376959E0,3.000000000E0
8.597344637E0,5.234186606E1,4.893575683E0,1.969692230E0,2.450000048E0,8.578125000E1,3.812278913E0,3.000000000E0
9.597344160E0,5.234187667E1,4.893620191E0,2.687160492E0,2.829999924E0,7.382812500E1,3.755031693E0,3.000000000E0
1.059734380E1,5.234187675E1,4.893660843E0,2.618923187E0,2.829999924E0,8.121093750E1,3.754163200E0,3.000000000E0
1.159734261E1,5.234185617E1,4.893706525E0,1.072231293E0,2.829999924E0,6.996093750E1,3.535533906E0,3.000000000E0
1.259734142E1,5.234185182E1,4.893752038E0,4.183578491E-2,3.109999895E0,6.820312500E1,3.535533906E0,3.000000000E0
1.359734118E1,5.234186219E1,4.893794408E0,4.183660913E-2,3.109999895E0,6.820315854E1,4.610586090E0,3.545001120E0
1.459733927E1,5.234187239E1,4.893834339E0,1.646393584E-1,3.140000105E0,6.468753297E1,4.610586105E0,3.545001101E0
1.559733796E1,5.234188855E1,4.893887436E0,2.784092184E-1,3.750000000E0,6.328128891E1,4.610586131E0,3.545001067E0
1.659733462E1,5.234190220E1,4.893933435E0,7.136509176E-1,3.750000000E0,6.363285153E1,4.610586156E0,3.545001035E0
1.759733236E1,5.234191646E1,4.893969285E0,1.583645839E0,3.400000095E0,6.046878436E1,4.610586183E0,3.545000999E0
1.859733057E1,5.234193145E1,4.894002683E0,1.424466044E0,3.190000057E0,5.625003081E1,4.610586212E0,3.545000961E0
1.959733057E1,5.234194991E1,4.894043358E0,1.696438701E0,3.190000057E0,5.414065503E1,4.610586249E0,3.545000912E0
2.059732926E1,5.234196844E1,4.894090832E0,1.856839188E0,3.380000114E0,5.625003265E1,4.610586287E0,3.545000864E0
2.159732759E1,5.234198874E1,4.894147987E0,2.205533426E0,4.050000191E0,5.871097770E1,4.610586324E0,3.545000815E0
2.259732521E1,5.234199957E1,4.894187591E0,2.092679033E0,3.380000114E0,6.117190940E1,4.610586347E0,3.545000785E0
2.359732735E1,5.234201763E1,4.894232865E0,2.615017997E0,3.559999943E0,5.941409810E1,4.610586381E0,3.545000741E0
2.459732306E1,5.234203136E1,4.894280882E0,2.782559500E0,3.559999943E0,6.363284955E1,4.610586409E0,3.545000706E0
2.559732151E1,5.234204922E1,4.894325839E0,2.722195728E0,3.549999952E0,6.046878588E1,4.624134005E0,3.527310837E0
2.659731996E1,5.234206494E1,4.894380042E0,2.597256913E0,3.809999943E0,6.398441477E1,4.646421626E0,3.497899814E0
2.759731889E1,5.234208472E1,4.894414886E0,2.106656174E0,3.549999952E0,5.484378371E1,4.632462179E0,3.516366191E0
2.859731829E1,5.234210131E1,4.894470803E0,2.592068922E0,3.809999943E0,6.187503903E1,4.631012967E0,3.518274567E0
2.959731686E1,5.234212160E1,4.894516273E0,1.864895884E0,3.480000019E0,5.765628415E1,4.642053630E0,3.503694497E0
3.059731543E1,5.234213890E1,4.894570090E0,1.890225667E0,3.819999933E0,6.187503913E1,4.614929278E0,3.539345250E0
3.159731495E1,5.234216333E1,4.894615546E0,2.192227651E0,3.869999886E0,5.414066143E1,4.610586663E0,3.545000374E0
3.259731436E1,5.234218232E1,4.894662876E0,2.064114824E0,3.819999933E0,5.589847424E1,4.610586703E0,3.545000323E0
3.359731317E1,5.234221322E1,4.894696414E0,2.736909334E-1,3.710187354E0,5.836540801E1,4.823826037E0,3.248882792E0
3.459731185E1,5.234223179E1,4.894747903E0,8.109372966E-1,3.853024235E0,5.505205964E1,4.814905589E0,3.262088472E0
3.559731174E1,5.234224621E1,4.894794502E0,1.823568605E-1,3.512796036E0,6.094161380E1,4.808033000E0,3.272209606E0
